"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"Analog1"|""|0.0|5.0|25,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|25,"AccelY"|"G"|-3.0|3.0|25,"AccelZ"|"G"|-3.0|3.0|25,"Yaw"|"Deg/Sec"|-120|120|25,"Pitch"|"Deg/Sec"|-120|120|25,"Roll"|"Deg/Sec"|-120|120|25,"RPM"|""|0|10000|100,"EngineRPM"|""|0|10000|100,"AxleRpm"|""|0|10000|100,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"mph"|0.0|150.0|10,"Distance"|"mi"|0.0|0.0|10,"Altitude"|"ft"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|10,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10
2908934,1501039011476,,,,,,,,,0,1560,0,,,,,,,,,,,,,,,
2908944,1501039011486,,,,,,,,,0,1530,0,36.113667,-115.145653,0.0,6.191,2042.2,9,3,1.9,0,0.0,-1,0.0,0.0,0.0,0
2908954,1501039011496,,,,,,,,,0,1500,0,,,,,,,,,,,,,,,
2908964,1501039011506,3.14,,-0.05,-0.03,1.04,-0,-4,3,0,1410,0,,,,,,,,,,,,,,,
2908974,1501039011516,,,,,,,,,0,1575,0,,,,,,,,,,,,,,,
2908984,1501039011526,,,,,,,,,0,1650,0,,,,,,,,,,,,,,,
2908994,1501039011536,,,,,,,,,0,1620,0,,,,,,,,,,,,,,,
2909004,1501039011546,3.2,,-0.01,-0.0,1.0,-0,-7,3,0,1590,0,,,,,,,,,,,,,,,
2909014,1501039011556,,,,,,,,,0,1560,0,,,,,,,,,,,,,,,
2909024,1501039011566,,,,,,,,,0,1530,0,,,,,,,,,,,,,,,
2909034,1501039011576,,,,,,,,,0,1500,0,,,,,,,,,,,,,,,
2909044,1501039011586,3.17,4.52,-0.0,-0.01,0.91,-0,-10,3,0,1410,0,36.113667,-115.145653,0.0,6.191,2042.2,9,3,1.9,0,0.0,-1,0.0,0.0,0.0,0
2909054,1501039011595,,,,,,,,,0,1575,0,,,,,,,,,,,,,,,
2909064,1501039011605,,,,,,,,,0,1650,0,,,,,,,,,,,,,,,
2909074,1501039011615,,,,,,,,,0,1635,0,,,,,,,,,,,,,,,
2909084,1501039011625,3.12,,0.0,0.01,0.9,-1,-11,4,0,1560,0,,,,,,,,,,,,,,,
2909094,1501039011635,,,,,,,,,0,1530,0,,,,,,,,,,,,,,,
2909104,1501039011645,,,,,,,,,0,1530,0,,,,,,,,,,,,,,,
2909114,1501039011655,,,,,,,,,0,1425,0,,,,,,,,,,,,,,,
2909124,1501039011665,3.16,,-0.03,0.01,0.85,-1,-12,3,0,1590,0,,,,,,,,,,,,,,,
2909134,1501039011675,,,,,,,,,0,1650,0,,,,,,,,,,,,,,,
2909144,1501039011685,,,,,,,,,0,1635,0,36.113667,-115.145653,0.0,6.191,2042.2,9,3,1.9,0,0.0,-1,0.0,0.0,0.0,0
2909154,1501039011695,,,,,,,,,0,1590,0,,,,,,,,,,,,,,,
2909164,1501039011705,3.21,,-0.03,-0.0,0.9,-1,-10,4,0,1560,0,,,,,,,,,,,,,,,
2909174,1501039011715,,,,,,,,,0,1530,0,,,,,,,,,,,,,,,
2909184,1501039011725,,,,,,,,,0,1500,0,,,,,,,,,,,,,,,
2909194,1501039011735,,,,,,,,,0,1425,0,,,,,,,,,,,,,,,
2909204,1501039011745,3.24,,-0.05,-0.0,0.9,-2,-6,5,0,1590,0,,,,,,,,,,,,,,,
2909214,1501039011755,,,,,,,,,0,1665,0,,,,,,,,,,,,,,,
2909224,1501039011765,,,,,,,,,0,1635,0,,,,,,,,,,,,,,,
2909234,1501039011775,,,,,,,,,0,1590,0,,,,,,,,,,,,,,,
2909244,1501039011785,3.21,,-0.04,-0.05,0.99,-2,-3,5,0,1560,0,36.113667,-115.145653,0.0,6.191,2042.2,9,3,1.9,0,0.0,-1,0.0,0.0,0.0,0
2909254,1501039011795,,,,,,,,,0,1530,0,,,,,,,,,,,,,,,
2909264,1501039011805,,,,,,,,,0,1500,0,,,,,,,,,,,,,,,
2909274,1501039011815,,,,,,,,,0,1425,0,,,,,,,,,,,,,,,
2909284,1501039011825,3.25,,-0.01,-0.05,1.11,-2,-0,4,0,1575,0,,,,,,,,,,,,,,,
2909294,1501039011835,,,,,,,,,0,1650,0,,,,,,,,,,,,,,,
2909304,1501039011845,,,,,,,,,0,1620,0,,,,,,,,,,,,,,,
2909314,1501039011855,,,,,,,,,0,1590,0,,,,,,,,,,,,,,,
2909324,1501039011865,3.22,,0.01,-0.07,1.12,-2,1,3,0,1560,0,,,,,,,,,,,,,,,
2909334,1501039011875,,,,,,,,,0,1530,0,,,,,,,,,,,,,,,
2909344,1501039011885,,,,,,,,,0,1500,0,36.113667,-115.145653,0.0,6.191,2042.2,9,3,1.9,0,0.0,-1,0.0,0.0,0.0,0
2909354,1501039011895,,,,,,,,,0,1590,0,,,,,,,,,,,,,,,
2909364,1501039011905,3.23,,-0.02,-0.05,1.17,-1,1,3,0,1650,0,,,,,,,,,,,,,,,
2909374,1501039011915,,,,,,,,,0,1620,0,,,,,,,,,,,,,,,
2909384,1501039011925,,,,,,,,,0,1590,0,,,,,,,,,,,,,,,
2909394,1501039011935,,,,,,,,,0,1560,0,,,,,,,,,,,,,,,
2909404,1501039011945,3.22,,-0.03,-0.01,1.11,-1,-0,1,0,1530,0,,,,,,,,,,,,,,,
2909414,1501039011955,,,,,,,,,0,1500,0,,,,,,,,,,,,,,,
2909424,1501039011965,,,,,,,,,0,1410,0,,,,,,,,,,,,,,,
2909434,1501039011975,,,,,,,,,0,1575,0,,,,,,,,,,,,,,,
2909444,1501039011985,3.23,,-0.01,0.01,1.07,-1,-2,1,0,1650,0,36.113667,-115.145653,0.0,6.191,2042.2,9,3,2.1,0,0.0,-1,0.0,0.0,0.0,0
2909454,1501039011995,,,,,,,,,0,1620,0,,,,,,,,,,,,,,,
2909464,1501039011999,,,,,,,,,0,1590,0,,,,,,,,,,,,,,,
2909474,1501039012009,,,,,,,,,0,1560,0,,,,,,,,,,,,,,,
2909484,1501039012019,3.22,,-0.03,0.03,0.97,-0,-5,1,0,1530,0,,,,,,,,,,,,,,,
2909494,1501039012029,,,,,,,,,0,1500,0,,,,,,,,,,,,,,,
2909504,1501039012039,,,,,,,,,0,1425,0,,,,,,,,,,,,,,,
2909514,1501039012049,,,,,,,,,0,1575,0,,,,,,,,,,,,,,,
2909524,1501039012059,3.22,,-0.0,0.02,0.95,-0,-8,1,0,1650,0,,,,,,,,,,,,,,,
2909534,1501039012069,,,,,,,,,0,1620,0,,,,,,,,,,,,,,,
2909544,1501039012079,,,,,,,,,0,1590,0,36.113667,-115.145653,0.0,6.191,2042.2,9,3,2.1,0,0.0,-1,0.0,0.0,0.0,0
2909554,1501039012097,,,,,,,,,0,1560,0,,,,,,,,,,,,,,,
2909564,1501039012107,3.21,,-0.03,0.03,0.89,-1,-8,3,0,1530,0,,,,,,,,,,,,,,,
2909574,1501039012117,,,,,,,,,0,1500,0,,,,,,,,,,,,,,,
2909584,1501039012127,,,,,,,,,0,1425,0,,,,,,,,,,,,,,,
2909594,1501039012137,,,,,,,,,0,1650,0,,,,,,,,,,,,,,,
2909604,1501039012147,3.19,,-0.04,0.03,0.87,-1,-11,3,0,1620,0,,,,,,,,,,,,,,,
2909614,1501039012157,,,,,,,,,0,1590,0,,,,,,,,,,,,,,,
2909624,1501039012167,,,,,,,,,0,1560,0,,,,,,,,,,,,,,,
2909634,1501039012177,,,,,,,,,0,1530,0,,,,,,,,,,,,,,,
2909644,1501039012187,3.2,,-0.05,0.02,0.89,-2,-7,4,0,1485,0,36.113667,-115.145653,0.0,6.191,2042.2,9,3,2.1,0,0.0,-1,0.0,0.0,0.0,0
2909654,1501039012195,,,,,,,,,0,1410,0,,,,,,,,,,,,,,,
2909664,1501039012205,,,,,,,,,0,1575,0,,,,,,,,,,,,,,,
2909674,1501039012215,,,,,,,,,0,1635,0,,,,,,,,,,,,,,,
2909684,1501039012225,3.18,,-0.06,-0.02,0.88,-2,-6,4,0,1620,0,,,,,,,,,,,,,,,
2909694,1501039012235,,,,,,,,,0,1575,0,,,,,,,,,,,,,,,
2909704,1501039012245,,,,,,,,,0,1545,0,,,,,,,,,,,,,,,
2909714,1501039012255,,,,,,,,,0,1515,0,,,,,,,,,,,,,,,
2909724,1501039012265,3.19,,-0.03,-0.03,0.96,-2,-2,3,0,1485,0,,,,,,,,,,,,,,,
2909734,1501039012275,,,,,,,,,0,1410,0,,,,,,,,,,,,,,,
2909744,1501039012285,,,,,,,,,0,1575,0,36.113667,-115.145653,0.0,6.191,2042.2,9,3,1.9,0,0.0,-1,0.0,0.0,0.0,0
2909754,1501039012295,,,,,,,,,0,1650,0,,,,,,,,,,,,,,,
2909764,1501039012305,3.18,,-0.05,-0.05,0.95,-2,1,3,0,1620,0,,,,,,,,,,,,,,,
2909774,1501039012315,,,,,,,,,0,1590,0,,,,,,,,,,,,,,,
2909784,1501039012325,,,,,,,,,0,1560,0,,,,,,,,,,,,,,,
2909794,1501039012335,,,,,,,,,0,1530,0,,,,,,,,,,,,,,,
2909804,1501039012345,3.2,,0.0,-0.07,1.11,-2,-0,5,0,1485,0,,,,,,,,,,,,,,,
2909814,1501039012355,,,,,,,,,0,1410,0,,,,,,,,,,,,,,,
2909824,1501039012365,,,,,,,,,0,1575,0,,,,,,,,,,,,,,,
2909834,1501039012375,,,,,,,,,0,1650,0,,,,,,,,,,,,,,,
2909844,1501039012385,3.14,,-0.01,-0.07,1.09,-2,1,4,0,1590,0,36.113667,-115.145653,0.0,6.191,2042.2,9,3,1.9,0,0.0,-1,0.0,0.0,0.0,0
2909854,1501039012397,,,,,,,,,0,1560,0,,,,,,,,,,,,,,,
2909864,1501039012407,,,,,,,,,0,1530,0,,,,,,,,,,,,,,,
2909874,1501039012417,,,,,,,,,0,1530,0,,,,,,,,,,,,,,,
2909884,1501039012427,3.14,,-0.03,-0.06,1.13,-2,-2,3,0,1410,0,,,,,,,,,,,,,,,
2909894,1501039012437,,,,,,,,,0,1575,0,,,,,,,,,,,,,,,
2909904,1501039012447,,,,,,,,,0,1650,0,,,,,,,,,,,,,,,
2909914,1501039012457,,,,,,,,,0,1620,0,,,,,,,,,,,,,,,
2909924,1501039012467,3.2,,-0.04,-0.01,1.12,-1,-1,3,0,1590,0,,,,,,,,,,,,,,,
2909934,1501039012477,,,,,,,,,0,1560,0,,,,,,,,,,,,,,,
2909944,1501039012487,,,,,,,,,0,1530,0,36.113667,-115.145653,0.0,6.191,2042.2,9,3,1.9,0,0.0,-1,0.0,0.0,0.0,0
2909954,1501039012495,,,,,,,,,0,1500,0,,,,,,,,,,,,,,,
2909964,1501039012505,3.17,,-0.04,-0.02,1.04,-1,-3,3,0,1410,0,,,,,,,,,,,,,,,
2909974,1501039012515,,,,,,,,,0,1575,0,,,,,,,,,,,,,,,
2909984,1501039012525,,,,,,,,,0,1650,0,,,,,,,,,,,,,,,
2909994,1501039012535,,,,,,,,,0,1620,0,,,,,,,,,,,,,,,
2910004,1501039012545,3.21,,-0.02,0.02,0.98,-1,-6,3,0,1590,0,,,,,,,,,,,,,,,
2910014,1501039012555,,,,,,,,,0,1560,0,,,,,,,,,,,,,,,
2910024,1501039012565,,,,,,,,,0,1530,0,,,,,,,,,,,,,,,
2910034,1501039012575,,,,,,,,,0,1500,0,,,,,,,,,,,,,,,
2910044,1501039012585,3.15,4.49,-0.0,-0.0,0.88,-0,-9,3,0,1425,0,36.113667,-115.145653,0.0,6.191,2042.2,9,3,1.9,0,0.0,-1,0.0,0.0,0.0,0
2910054,1501039012592,,,,,,,,,0,1575,0,,,,,,,,,,,,,,,
2910064,1501039012602,,,,,,,,,0,1650,0,,,,,,,,,,,,,,,
2910074,1501039012612,,,,,,,,,0,1635,0,,,,,,,,,,,,,,,
2910084,1501039012622,3.19,,0.0,0.01,0.86,-1,-11,3,0,1590,0,,,,,,,,,,,,,,,
2910094,1501039012632,,,,,,,,,0,1560,0,,,,,,,,,,,,,,,
2910104,1501039012642,,,,,,,,,0,1530,0,,,,,,,,,,,,,,,
2910114,1501039012652,,,,,,,,,0,1500,0,,,,,,,,,,,,,,,
2910124,1501039012662,3.12,,-0.02,0.02,0.8,-1,-12,2,0,1575,0,,,,,,,,,,,,,,,
2910134,1501039012672,,,,,,,,,0,1650,0,,,,,,,,,,,,,,,
2910144,1501039012682,,,,,,,,,0,1620,0,36.113667,-115.145653,0.0,6.191,2042.2,9,3,1.9,0,0.0,-1,0.0,0.0,0.0,0
2910154,1501039012696,,,,,,,,,0,1590,0,,,,,,,,,,,,,,,
2910164,1501039012706,3.19,,-0.02,0.01,0.85,-2,-11,4,0,1560,0,,,,,,,,,,,,,,,
2910174,1501039012716,,,,,,,,,0,1530,0,,,,,,,,,,,,,,,
2910184,1501039012726,,,,,,,,,0,1500,0,,,,,,,,,,,,,,,
2910194,1501039012736,,,,,,,,,0,1410,0,,,,,,,,,,,,,,,
2910204,1501039012746,3.21,,-0.04,0.01,0.83,-2,-7,6,0,1575,0,,,,,,,,,,,,,,,
2910214,1501039012756,,,,,,,,,0,1650,0,,,,,,,,,,,,,,,
2910224,1501039012766,,,,,,,,,0,1620,0,,,,,,,,,,,,,,,
2910234,1501039012776,,,,,,,,,0,1590,0,,,,,,,,,,,,,,,
2910244,1501039012786,3.19,,-0.04,-0.04,0.92,-2,-4,4,0,1560,0,36.113667,-115.145653,0.0,6.191,2042.2,9,3,1.9,0,0.0,-1,0.0,0.0,0.0,0
2910254,1501039012796,,,,,,,,,0,1515,0,,,,,,,,,,,,,,,
2910264,1501039012806,,,,,,,,,0,1500,0,,,,,,,,,,,,,,,
2910274,1501039012816,,,,,,,,,0,1410,0,,,,,,,,,,,,,,,
2910284,1501039012826,3.21,,-0.0,-0.02,0.92,-3,-1,5,0,1590,0,,,,,,,,,,,,,,,
2910294,1501039012836,,,,,,,,,0,1650,0,,,,,,,,,,,,,,,
2910304,1501039012846,,,,,,,,,0,1635,0,,,,,,,,,,,,,,,
2910314,1501039012856,,,,,,,,,0,1590,0,,,,,,,,,,,,,,,
2910324,1501039012866,3.19,,0.01,-0.08,1.01,-2,1,4,0,1560,0,,,,,,,,,,,,,,,
2910334,1501039012876,,,,,,,,,0,1530,0,,,,,,,,,,,,,,,
2910344,1501039012886,,,,,,,,,0,1500,0,36.113667,-115.145653,0.0,6.191,2042.2,9,3,1.9,0,0.0,-1,0.0,0.0,0.0,0
2910354,1501039012894,,,,,,,,,0,1425,0,,,,,,,,,,,,,,,
2910364,1501039012904,3.16,,0.01,-0.07,1.11,-3,1,5,0,1650,0,,,,,,,,,,,,,,,
2910374,1501039012914,,,,,,,,,0,1620,0,,,,,,,,,,,,,,,
2910384,1501039012924,,,,,,,,,0,1590,0,,,,,,,,,,,,,,,
2910394,1501039012934,,,,,,,,,0,1560,0,,,,,,,,,,,,,,,
2910404,1501039012944,3.2,,0.01,-0.06,1.06,-2,-1,3,0,1530,0,,,,,,,,,,,,,,,
2910414,1501039012954,,,,,,,,,0,1485,0,,,,,,,,,,,,,,,
2910424,1501039012964,,,,,,,,,0,1410,0,,,,,,,,,,,,,,,
2910434,1501039012974,,,,,,,,,0,1575,0,,,,,,,,,,,,,,,
2910444,1501039012984,3.2,,-0.0,-0.04,1.1,-1,-1,2,0,1650,0,36.113667,-115.145653,0.0,6.191,2042.2,9,3,1.9,0,0.0,-1,0.0,0.0,0.0,0
2910454,1501039012994,,,,,,,,,0,1620,0,,,,,,,,,,,,,,,
2910464,1501039013000,,,,,,,,,0,1590,0,,,,,,,,,,,,,,,
2910474,1501039013010,,,,,,,,,0,1560,0,,,,,,,,,,,,,,,
2910484,1501039013020,3.21,,-0.04,0.01,1.03,-0,-4,2,0,1515,0,,,,,,,,,,,,,,,
2910494,1501039013030,,,,,,,,,0,1485,0,,,,,,,,,,,,,,,
2910504,1501039013040,,,,,,,,,0,1410,0,,,,,,,,,,,,,,,
2910514,1501039013050,,,,,,,,,0,1575,0,,,,,,,,,,,,,,,
2910524,1501039013060,3.21,,-0.01,0.0,1.02,-0,-7,2,0,1650,0,,,,,,,,,,,,,,,
2910534,1501039013070,,,,,,,,,0,1620,0,,,,,,,,,,,,,,,
2910544,1501039013080,,,,,,,,,0,1590,0,36.113667,-115.145653,0.0,6.191,2042.2,9,3,1.9,0,0.0,-1,0.0,0.0,0.0,0
2910554,1501039013096,,,,,,,,,0,1545,0,,,,,,,,,,,,,,,
2910564,1501039013106,3.18,,-0.02,0.03,0.94,-0,-8,3,0,1515,0,,,,,,,,,,,,,,,
2910574,1501039013116,,,,,,,,,0,1485,0,,,,,,,,,,,,,,,
2910584,1501039013126,,,,,,,,,0,1410,0,,,,,,,,,,,,,,,
2910594,1501039013136,,,,,,,,,0,1575,0,,,,,,,,,,,,,,,
2910604,1501039013146,3.18,,0.01,0.02,0.93,-1,-12,3,0,1650,0,,,,,,,,,,,,,,,
2910614,1501039013156,,,,,,,,,0,1620,0,,,,,,,,,,,,,,,
2910624,1501039013166,,,,,,,,,0,1545,0,,,,,,,,,,,,,,,
2910634,1501039013176,,,,,,,,,0,1545,0,,,,,,,,,,,,,,,
2910644,1501039013186,3.19,,-0.02,0.02,0.9,-1,-10,4,0,1515,0,36.113667,-115.145653,0.0,6.191,2042.2,9,3,1.9,0,0.0,-1,0.0,0.0,0.0,0
2910654,1501039013196,,,,,,,,,0,1485,0,,,,,,,,,,,,,,,
2910664,1501039013206,,,,,,,,,0,1560,0,,,,,,,,,,,,,,,
2910674,1501039013216,,,,,,,,,0,1650,0,,,,,,,,,,,,,,,
2910684,1501039013226,3.18,,-0.03,0.01,0.91,-1,-11,3,0,1605,0,,,,,,,,,,,,,,,
2910694,1501039013236,,,,,,,,,0,1575,0,,,,,,,,,,,,,,,
2910704,1501039013246,,,,,,,,,0,1545,0,,,,,,,,,,,,,,,
2910714,1501039013256,,,,,,,,,0,1515,0,,,,,,,,,,,,,,,
2910724,1501039013266,3.18,,-0.03,-0.01,0.94,-2,-7,4,0,1485,0,,,,,,,,,,,,,,,
2910734,1501039013276,,,,,,,,,0,1395,0,,,,,,,,,,,,,,,
2910744,1501039013286,,,,,,,,,0,1560,0,36.113667,-115.145653,0.0,6.191,2042.2,9,3,1.9,0,0.0,-1,0.0,0.0,0.0,0
2910754,1501039013296,,,,,,,,,0,1635,0,,,,,,,,,,,,,,,
2910764,1501039013306,3.18,,-0.05,-0.04,0.92,-1,-5,4,0,1605,0,,,,,,,,,,,,,,,
2910774,1501039013316,,,,,,,,,0,1575,0,,,,,,,,,,,,,,,
2910784,1501039013326,,,,,,,,,0,1545,0,,,,,,,,,,,,,,,
2910794,1501039013336,,,,,,,,,0,1500,0,,,,,,,,,,,,,,,
2910804,1501039013346,3.19,,-0.03,-0.04,0.98,-2,-1,4,0,1470,0,,,,,,,,,,,,,,,
2910814,1501039013356,,,,,,,,,0,1395,0,,,,,,,,,,,,,,,
2910824,1501039013366,,,,,,,,,0,1560,0,,,,,,,,,,,,,,,
2910834,1501039013376,,,,,,,,,0,1635,0,,,,,,,,,,,,,,,
2910844,1501039013386,3.18,,-0.05,-0.05,0.98,-2,1,5,0,1605,0,36.113667,-115.145653,0.0,6.191,2042.2,9,3,1.9,0,0.0,-1,0.0,0.0,0.0,0
2910854,1501039013396,,,,,,,,,0,1560,0,,,,,,,,,,,,,,,
2910864,1501039013406,,,,,,,,,0,1545,0,,,,,,,,,,,,,,,
2910874,1501039013416,,,,,,,,,0,1500,0,,,,,,,,,,,,,,,
2910884,1501039013426,3.21,,0.01,-0.06,1.12,-3,1,5,0,1470,0,,,,,,,,,,,,,,,
2910894,1501039013436,,,,,,,,,0,1380,0,,,,,,,,,,,,,,,
2910904,1501039013446,,,,,,,,,0,1560,0,,,,,,,,,,,,,,,
2910914,1501039013456,,,,,,,,,0,1635,0,,,,,,,,,,,,,,,
2910924,1501039013466,3.18,,0.0,-0.07,1.09,-3,3,5,0,1605,0,,,,,,,,,,,,,,,
2910934,1501039013476,,,,,,,,,0,1575,0,,,,,,,,,,,,,,,
2910944,1501039013486,,,,,,,,,0,1530,0,36.113667,-115.145653,0.0,6.191,2042.2,9,3,1.9,0,0.0,-1,0.0,0.0,0.0,0
