038505189,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"Analog1"|""|0.0|5.0|25,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|25,"AccelY"|"G"|-3.0|3.0|25,"AccelZ"|"G"|-3.0|3.0|25,"Yaw"|"Deg/Sec"|-120|120|25,"Pitch"|"Deg/Sec"|-120|120|25,"Roll"|"Deg/Sec"|-120|120|25,"RPM"|""|0|10000|100,"EngineRPM"|""|0|10000|100,"AxleRpm"|""|0|10000|100,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"mph"|0.0|150.0|10,"Distance"|"mi"|0.0|0.0|10,"Altitude"|"ft"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|10,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10
2612054,1501038714592,,,,,,,,,0,1635,0,,,,,,,,,,,,,,,
2612064,1501038714602,,,,,,,,,0,1605,0,,,,,,,,,,,,,,,
2612074,1501038714612,,,,,,,,,0,1560,0,,,,,,,,,,,,,,,
2612084,1501038714622,3.14,,0.01,0.01,1.07,-1,9,6,0,1530,0,,,,,,,,,,,,,,,
2612094,1501038714632,,,,,,,,,0,1485,0,,,,,,,,,,,,,,,
2612104,1501038714642,,,,,,,,,0,1440,0,,,,,,,,,,,,,,,
2612114,1501038714652,,,,,,,,,0,1350,0,,,,,,,,,,,,,,,
2612124,1501038714662,3.16,,0.04,0.01,1.1,-0,11,6,0,1560,0,,,,,,,,,,,,,,,
2612134,1501038714672,,,,,,,,,0,1635,0,,,,,,,,,,,,,,,
2612144,1501038714682,,,,,,,,,0,1605,0,36.113655,-115.145653,0.0,5.526,2028.1,9,3,1.8,0,0.0,-1,0.0,0.0,0.0,0
2612154,1501038714692,,,,,,,,,0,1560,0,,,,,,,,,,,,,,,
2612164,1501038714702,3.16,,0.04,0.02,1.12,-0,12,5,0,1530,0,,,,,,,,,,,,,,,
2612174,1501038714712,,,,,,,,,0,1500,0,,,,,,,,,,,,,,,
2612184,1501038714722,,,,,,,,,0,1440,0,,,,,,,,,,,,,,,
2612194,1501038714732,,,,,,,,,0,1350,0,,,,,,,,,,,,,,,
2612204,1501038714742,3.17,,0.07,0.0,1.14,-1,10,4,0,1560,0,,,,,,,,,,,,,,,
2612214,1501038714752,,,,,,,,,0,1635,0,,,,,,,,,,,,,,,
2612224,1501038714762,,,,,,,,,0,1605,0,,,,,,,,,,,,,,,
2612234,1501038714772,,,,,,,,,0,1560,0,,,,,,,,,,,,,,,
2612244,1501038714782,3.16,,0.04,0.01,1.12,-1,7,4,0,1530,0,36.113655,-115.145653,0.0,5.526,2028.1,9,3,1.8,0,0.0,-1,0.0,0.0,0.0,0
2612254,1501038714792,,,,,,,,,0,1485,0,,,,,,,,,,,,,,,
2612264,1501038714798,,,,,,,,,0,1440,0,,,,,,,,,,,,,,,
2612274,1501038714808,,,,,,,,,0,1350,0,,,,,,,,,,,,,,,
2612284,1501038714818,3.14,,0.07,0.01,1.14,-1,6,3,0,1560,0,,,,,,,,,,,,,,,
2612294,1501038714828,,,,,,,,,0,1635,0,,,,,,,,,,,,,,,
2612304,1501038714838,,,,,,,,,0,1605,0,,,,,,,,,,,,,,,
2612314,1501038714848,,,,,,,,,0,1560,0,,,,,,,,,,,,,,,
2612324,1501038714858,3.11,,0.04,0.01,1.09,-0,5,3,0,1530,0,,,,,,,,,,,,,,,
2612334,1501038714868,,,,,,,,,0,1485,0,,,,,,,,,,,,,,,
2612344,1501038714878,,,,,,,,,0,1455,0,36.113655,-115.145653,0.0,5.526,2028.1,9,3,1.8,0,0.0,-1,0.0,0.0,0.0,0
