"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"Analog1"|""|0.0|5.0|25,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|25,"AccelY"|"G"|-3.0|3.0|25,"AccelZ"|"G"|-3.0|3.0|25,"Yaw"|"Deg/Sec"|-120|120|25,"Pitch"|"Deg/Sec"|-120|120|25,"Roll"|"Deg/Sec"|-120|120|25,"RPM"|""|0|10000|100,"EngineRPM"|""|0|10000|100,"AxleRpm"|""|0|10000|100,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"mph"|0.0|150.0|10,"Distance"|"mi"|0.0|0.0|10,"Altitude"|"ft"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|10,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10
4373564,1501040476122,3.46,,-0.02,-0.08,1.01,-2,-3,5,0,0,0,,,,,,,,,,,,,,,
4373574,1501040476132,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4373584,1501040476142,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4373594,1501040476152,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4373604,1501040476162,3.44,,-0.02,-0.07,1.0,-2,-2,5,0,0,0,,,,,,,,,,,,,,,
4373614,1501040476172,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4373624,1501040476182,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4373634,1501040476192,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4373644,1501040476202,3.43,,-0.02,-0.07,1.01,-2,-2,5,0,0,0,36.113461,-115.145973,0.0,10.244,2032.0,8,3,2.4,0,0.0,-1,0.0,0.0,0.0,0
4373654,1501040476212,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4373664,1501040476222,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4373674,1501040476232,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4373684,1501040476242,3.42,,-0.03,-0.07,1.01,-2,-3,5,0,0,0,,,,,,,,,,,,,,,
4373694,1501040476252,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4373704,1501040476262,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4373714,1501040476272,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4373724,1501040476282,3.42,,-0.03,-0.08,1.01,-2,-3,5,0,0,0,,,,,,,,,,,,,,,
4373734,1501040476294,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4373744,1501040476304,,,,,,,,,0,0,0,36.113461,-115.145973,0.0,10.244,2032.0,8,3,2.4,0,0.0,-1,0.0,0.0,0.0,0
4373754,1501040476314,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4373764,1501040476324,3.41,,-0.03,-0.08,1.01,-2,-3,5,0,0,0,,,,,,,,,,,,,,,
4373774,1501040476334,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4373784,1501040476344,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4373794,1501040476354,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4373804,1501040476364,3.4,,-0.03,-0.07,1.01,-1,-3,5,0,0,0,,,,,,,,,,,,,,,
4373814,1501040476374,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4373824,1501040476384,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4373834,1501040476392,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4373844,1501040476402,3.41,,-0.04,-0.07,1.01,-1,-5,4,0,0,0,36.113461,-115.145973,0.0,10.244,2032.0,8,3,2.4,0,0.0,-1,0.0,0.0,0.0,0
4373854,1501040476412,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4373864,1501040476422,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4373874,1501040476432,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4373884,1501040476442,3.38,,-0.04,-0.07,1.01,-1,-6,4,0,0,0,,,,,,,,,,,,,,,
4373894,1501040476452,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4373904,1501040476462,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4373914,1501040476472,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4373924,1501040476482,3.32,,-0.04,-0.07,1.01,-1,-6,4,0,0,0,,,,,,,,,,,,,,,
4373934,1501040476492,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4373944,1501040476502,,,,,,,,,0,0,0,36.113461,-115.145973,0.0,10.244,2032.0,8,3,2.4,0,0.0,-1,0.0,0.0,0.0,0
4373954,1501040476512,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4373964,1501040476522,3.29,,-0.03,-0.08,1.01,-1,-5,4,0,0,0,,,,,,,,,,,,,,,
4373974,1501040476532,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4373984,1501040476542,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4373994,1501040476552,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374004,1501040476562,3.33,,-0.03,-0.08,1.01,-1,-5,4,0,0,0,,,,,,,,,,,,,,,
4374014,1501040476572,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374024,1501040476582,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374034,1501040476592,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374044,1501040476602,3.38,4.5,-0.03,-0.07,1.01,-1,-5,4,0,0,0,36.113461,-115.145973,0.0,10.244,2032.0,8,3,2.4,0,0.0,-1,0.0,0.0,0.0,0
4374054,1501040476612,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374064,1501040476622,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374074,1501040476632,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374084,1501040476642,3.44,,-0.03,-0.07,1.01,-1,-6,4,0,0,0,,,,,,,,,,,,,,,
4374094,1501040476652,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374104,1501040476662,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374114,1501040476672,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374124,1501040476682,3.43,,-0.03,-0.07,1.01,-1,-5,3,0,0,0,,,,,,,,,,,,,,,
4374134,1501040476692,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374144,1501040476702,,,,,,,,,0,0,0,36.113461,-115.145973,0.0,10.244,2032.0,8,3,2.4,0,0.0,-1,0.0,0.0,0.0,0
4374154,1501040476712,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374164,1501040476722,3.44,,-0.03,-0.08,1.01,-1,-5,3,0,0,0,,,,,,,,,,,,,,,
4374174,1501040476732,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374184,1501040476742,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374194,1501040476752,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374204,1501040476762,3.44,,-0.03,-0.08,1.0,-1,-4,3,0,0,0,,,,,,,,,,,,,,,
4374214,1501040476772,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374224,1501040476782,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374234,1501040476794,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374244,1501040476804,3.44,,-0.03,-0.08,1.0,-1,-5,3,0,0,0,36.113461,-115.145973,0.0,10.244,2032.0,8,3,2.4,0,0.0,-1,0.0,0.0,0.0,0
4374254,1501040476814,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374264,1501040476824,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374274,1501040476834,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374284,1501040476844,3.43,,-0.03,-0.07,1.01,-1,-4,3,0,0,0,,,,,,,,,,,,,,,
4374294,1501040476854,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374304,1501040476864,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374314,1501040476874,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374324,1501040476884,3.43,,-0.03,-0.07,1.01,-1,-5,4,0,0,0,,,,,,,,,,,,,,,
4374334,1501040476894,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374344,1501040476904,,,,,,,,,0,0,0,36.113461,-115.145973,0.0,10.244,2032.0,8,3,2.4,0,0.0,-1,0.0,0.0,0.0,0
4374354,1501040476914,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374364,1501040476924,3.43,,-0.03,-0.08,1.01,-1,-4,3,0,0,0,,,,,,,,,,,,,,,
4374374,1501040476934,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374384,1501040476944,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374394,1501040476954,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374404,1501040476964,3.44,,-0.03,-0.08,1.01,-1,-5,4,0,0,0,,,,,,,,,,,,,,,
4374414,1501040476974,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374424,1501040476984,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374434,1501040476994,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374444,1501040476994,3.43,,-0.03,-0.08,1.01,-1,-6,4,0,0,0,36.113461,-115.145973,0.0,10.244,2032.0,8,3,2.4,0,0.0,-1,0.0,0.0,0.0,0
4374454,1501040477004,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374464,1501040477014,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374474,1501040477024,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374484,1501040477034,3.44,,-0.03,-0.08,1.01,-1,-5,4,0,0,0,,,,,,,,,,,,,,,
4374494,1501040477044,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374504,1501040477054,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374514,1501040477064,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374524,1501040477074,3.43,,-0.03,-0.08,1.01,-1,-6,4,0,0,0,,,,,,,,,,,,,,,
4374534,1501040477091,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374544,1501040477101,,,,,,,,,0,0,0,36.113461,-115.145973,0.0,10.244,2032.0,8,3,2.4,0,0.0,-1,0.0,0.0,0.0,0
4374554,1501040477111,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374564,1501040477121,3.43,,-0.03,-0.07,1.01,-1,-5,4,0,0,0,,,,,,,,,,,,,,,
4374574,1501040477131,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374584,1501040477141,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374594,1501040477151,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374604,1501040477161,3.43,,-0.03,-0.08,1.01,-1,-5,4,0,0,0,,,,,,,,,,,,,,,
4374614,1501040477171,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374624,1501040477181,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374634,1501040477193,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374644,1501040477203,3.44,,-0.03,-0.08,1.01,-1,-5,4,0,0,0,36.113461,-115.145973,0.0,10.244,2032.0,8,3,2.4,0,0.0,-1,0.0,0.0,0.0,0
4374654,1501040477213,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374664,1501040477223,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374674,1501040477233,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374684,1501040477243,3.44,,-0.03,-0.08,1.01,-1,-5,4,0,0,0,,,,,,,,,,,,,,,
4374694,1501040477253,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374704,1501040477263,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374714,1501040477273,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374724,1501040477283,3.44,,-0.03,-0.08,1.01,-1,-5,4,0,0,0,,,,,,,,,,,,,,,
4374734,1501040477293,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374744,1501040477303,,,,,,,,,0,0,0,36.113461,-115.145973,0.0,10.244,2032.0,8,3,2.4,0,0.0,-1,0.0,0.0,0.0,0
4374754,1501040477313,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374764,1501040477323,3.44,,-0.03,-0.08,1.01,-1,-5,4,0,0,0,,,,,,,,,,,,,,,
4374774,1501040477333,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374784,1501040477343,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4374794,1501040477353,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
