"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"Analog1"|""|0.0|5.0|25,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|25,"AccelY"|"G"|-3.0|3.0|25,"AccelZ"|"G"|-3.0|3.0|25,"Yaw"|"Deg/Sec"|-120|120|25,"Pitch"|"Deg/Sec"|-120|120|25,"Roll"|"Deg/Sec"|-120|120|25,"RPM"|""|0|10000|100,"EngineRPM"|""|0|10000|100,"AxleRpm"|""|0|10000|100,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"mph"|0.0|150.0|10,"Distance"|"mi"|0.0|0.0|10,"Altitude"|"ft"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|10,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10
3028434,1501039130978,,,,,,,,,0,1650,0,,,,,,,,,,,,,,,
3028444,1501039130988,3.09,,-0.0,-0.05,1.15,-2,-6,4,0,1590,0,36.113674,-115.145676,0.0,6.475,2047.3,9,3,1.9,0,0.0,-1,0.0,0.0,0.0,0
3028454,1501039130998,,,,,,,,,0,1560,0,,,,,,,,,,,,,,,
3028464,1501039131000,,,,,,,,,0,1530,0,,,,,,,,,,,,,,,
3028474,1501039131010,,,,,,,,,0,1500,0,,,,,,,,,,,,,,,
3028484,1501039131020,3.15,,-0.03,-0.05,1.12,-2,-5,4,0,1410,0,,,,,,,,,,,,,,,
3028494,1501039131030,,,,,,,,,0,1575,0,,,,,,,,,,,,,,,
3028504,1501039131040,,,,,,,,,0,1650,0,,,,,,,,,,,,,,,
3028514,1501039131050,,,,,,,,,0,1635,0,,,,,,,,,,,,,,,
3028524,1501039131060,3.19,,-0.06,-0.06,0.99,-2,-5,5,0,1590,0,,,,,,,,,,,,,,,
3028534,1501039131070,,,,,,,,,0,1560,0,,,,,,,,,,,,,,,
3028544,1501039131080,,,,,,,,,0,1530,0,36.113674,-115.145676,0.0,6.475,2047.3,9,3,1.9,0,0.0,-1,0.0,0.0,0.0,0
3028554,1501039131098,,,,,,,,,0,1500,0,,,,,,,,,,,,,,,
3028564,1501039131108,3.15,,-0.02,-0.08,0.86,-2,-7,5,0,1410,0,,,,,,,,,,,,,,,
3028574,1501039131118,,,,,,,,,0,1575,0,,,,,,,,,,,,,,,
3028584,1501039131128,,,,,,,,,0,1650,0,,,,,,,,,,,,,,,
3028594,1501039131138,,,,,,,,,0,1635,0,,,,,,,,,,,,,,,
3028604,1501039131148,3.19,,-0.01,-0.08,0.75,-1,-8,5,0,1590,0,,,,,,,,,,,,,,,
3028614,1501039131158,,,,,,,,,0,1560,0,,,,,,,,,,,,,,,
3028624,1501039131168,,,,,,,,,0,1530,0,,,,,,,,,,,,,,,
3028634,1501039131178,,,,,,,,,0,1500,0,,,,,,,,,,,,,,,
3028644,1501039131188,3.15,,0.03,-0.09,0.7,-1,-10,4,0,1410,0,36.113674,-115.145676,0.0,6.475,2047.3,9,3,1.9,0,0.0,-1,0.0,0.0,0.0,0
3028654,1501039131196,,,,,,,,,0,1575,0,,,,,,,,,,,,,,,
3028664,1501039131206,,,,,,,,,0,1650,0,,,,,,,,,,,,,,,
3028674,1501039131216,,,,,,,,,0,1620,0,,,,,,,,,,,,,,,
3028684,1501039131226,3.16,,0.02,-0.07,0.67,-1,-8,4,0,1590,0,,,,,,,,,,,,,,,
3028694,1501039131236,,,,,,,,,0,1560,0,,,,,,,,,,,,,,,
3028704,1501039131246,,,,,,,,,0,1530,0,,,,,,,,,,,,,,,
3028714,1501039131256,,,,,,,,,0,1500,0,,,,,,,,,,,,,,,
3028724,1501039131266,3.12,,-0.02,-0.06,0.65,-1,-7,2,0,1575,0,,,,,,,,,,,,,,,
3028734,1501039131276,,,,,,,,,0,1665,0,,,,,,,,,,,,,,,
3028744,1501039131286,,,,,,,,,0,1635,0,36.113674,-115.145676,0.0,6.475,2047.3,9,3,1.9,0,0.0,-1,0.0,0.0,0.0,0
3028754,1501039131298,,,,,,,,,0,1590,0,,,,,,,,,,,,,,,
3028764,1501039131308,3.16,,-0.03,-0.08,0.75,-1,-5,4,0,1560,0,,,,,,,,,,,,,,,
3028774,1501039131318,,,,,,,,,0,1530,0,,,,,,,,,,,,,,,
3028784,1501039131328,,,,,,,,,0,1500,0,,,,,,,,,,,,,,,
3028794,1501039131338,,,,,,,,,0,1425,0,,,,,,,,,,,,,,,
3028804,1501039131348,3.18,,-0.03,-0.07,0.83,-1,-0,5,0,1575,0,,,,,,,,,,,,,,,
3028814,1501039131358,,,,,,,,,0,1650,0,,,,,,,,,,,,,,,
3028824,1501039131368,,,,,,,,,0,1635,0,,,,,,,,,,,,,,,
3028834,1501039131378,,,,,,,,,0,1590,0,,,,,,,,,,,,,,,
3028844,1501039131388,3.19,,-0.04,-0.08,0.93,-1,2,4,0,1560,0,36.113674,-115.145676,0.0,6.475,2047.3,9,3,1.9,0,0.0,-1,0.0,0.0,0.0,0
3028854,1501039131398,,,,,,,,,0,1530,0,,,,,,,,,,,,,,,
3028864,1501039131408,,,,,,,,,0,1500,0,,,,,,,,,,,,,,,
3028874,1501039131418,,,,,,,,,0,1410,0,,,,,,,,,,,,,,,
3028884,1501039131428,3.18,,-0.0,-0.06,1.05,-1,3,4,0,1575,0,,,,,,,,,,,,,,,
3028894,1501039131438,,,,,,,,,0,1650,0,,,,,,,,,,,,,,,
3028904,1501039131448,,,,,,,,,0,1620,0,,,,,,,,,,,,,,,
